name,sci_name,common_names,family,image_url,aspca_url,non_toxicity_cats,non_toxicity_dogs,non_toxicity_horses,clinical_signs
"Begonia, Climbing",Cissus dicolor,Rex Begonia,Vitaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/begonia-climbing-r.jpg?itok=3VF_qnpb,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/begonia-climbing,TRUE,TRUE,FALSE,null
"Begonia, Trailing",Pellionia daveauana,Trailing Watermelon Begonia,Urticaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/begonia-trailing-r.jpg?itok=baVhe4H2,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/begonia-trailing,TRUE,TRUE,FALSE,null
Belmore Sentry Palm,Howea belmoreana,Curly Palm,Palmae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/belmore-sentry-palm-r.jpg?itok=NWzpyXY5,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/belmore-sentry-palm,TRUE,TRUE,FALSE,null
Bergamot Orange,Citrus Aurantium,"Bergamot, Citrus bergamia",Rutaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bergamot-orange-r.jpg?itok=jZ0HuFkn,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bergamot-orange,FALSE,FALSE,FALSE,"Vomiting, diarrhea, depression; potential photosensitivity"
Big Shagbark Hickory,Carya laciniosa,"Big Shellbark Hickory, Shellbark Hickory, Shagbark Hickory",Juglandaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/shagbark-hickory-r.jpg?itok=8YHR7Vmd,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/big-shagbark-hickory,TRUE,TRUE,TRUE,null
Big Shellbark Hickory,Carya laciniosa,Shellbark Hickory,Juglandaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/shagbark-hickory-r.jpg?itok=8YHR7Vmd,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/big-shellbark-hickory,TRUE,TRUE,TRUE,null
Bird of Paradise,Caesalpinia gilliesii,"Peacock Flower, Barbados Pride, Poinciana, Pride of Barbados",Leguminosae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bird-of-paradise-r.jpg?itok=_vf6ovrQ,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bird-paradise,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
Bird of Paradise 2,Poinciana gilliesii,"Peacock Flower, Barbados Pride, Poinciana, Pride of Barbados",Leguminosae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/poinciana-r.jpg?itok=Cs5qar-6,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bird-paradise-2,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."
Bird of Paradise Flower,Strelitzia reginae,"Crane Flower, Bird's Tongue Flower",Strelitziaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/birds-tongue-flower-r.jpg?itok=9CG9VQrZ,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bird-paradise-flower,FALSE,FALSE,FALSE,"Mild nausea, vomiting, drowsiness; caused mainly by fruit and seeds. Should not be confused with Caesalpinia or Poinciana gilliesii, which is also known as Bird of Paradise and is more toxic."
Bird's Tongue Flower,Strelitzia reginae,"Bird of Paradise Flower, Crane Flower",Strelitziaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/birds-tongue-flower-r.jpg?itok=9CG9VQrZ,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/birds-tongue-flower,FALSE,FALSE,FALSE,"Mild nausea, vomiting, drowsiness; caused mainly by fruit and seeds. Should not be confused with Caesalpinia or Poinciana gilliesii, which is also known as Bird of Paradise and is more toxic."
Bishop’s Weed,Ammi majus,"Greater Ammi, False Queen Anne's Lace",Apiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/greater-ammi-r.jpg?itok=mCO6ushm,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bishops-weed,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Bitter Pecan,Carya aquatica,Water Hickory,Juglandaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/water-hickory-r.jpg?itok=04inq8_w,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bitter-pecan,TRUE,TRUE,TRUE,null
Bitter Root,Apocynum androsaemifolium,"Dogbane Hemp, Indian Hemp",Apocynaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bitter-root-r_0.jpg?itok=2wXqmQhF,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bitter-root,FALSE,FALSE,FALSE,"Diarrhea (possibly with blood), slow heart rate, weakness"
Bitternut,Carya cordiformis,null,Juglandaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bitternut-r.jpg?itok=lPMlLO4a,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bitternut,TRUE,TRUE,TRUE,null
Black Calla,Arum palestinum,"Solomon's Lily, Wild Calla, Wild Arum",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/black-calla-r.jpg?itok=swVnUd5j,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/black-calla,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Black Haw,Viburnum lentago,"Wild Raisin, Tea Plant, Cowberry, Nannyberry, Sweet Viburnum, Nanny Plum, Sheepberry, Sweetberry",Caprifoliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/black-haw-r.jpg?itok=nuVLrtxH,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/black-haw,TRUE,TRUE,TRUE,null
Black Hawthorn,Crataegus douglasii,"Weisdornbluten, Blackthorn, Thorn Apple, Thorn Plum, Pirliteiro, Red Hawthorn, May Bush, Oxyacantha, Haw Apple, Black Haw, Aubepine",Rosaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/black-haw-r.jpg?itok=nuVLrtxH,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/black-hawthorn,TRUE,TRUE,TRUE,null
Black Laurel,Leucothoe davisiae,"Dog Hobble, Dog Laurel, Fetter Bush, Sierra Laurel",Ericaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/dog-hobble-r.jpg?itok=1Hm543NR,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/black-laurel,FALSE,FALSE,FALSE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
Black Nightshade,Solanum nigrum,"Nightshade, Deadly Nightshade",Solanaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/deadly-nightshade-r.jpg?itok=mUJ4pAZX,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/black-nightshade,FALSE,FALSE,FALSE,"Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate."
Black Walnut,Juglans nigra,null,Juglandaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/black-walnut-2-r.jpg?itok=jZ0hBOEC,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/black-walnut,TRUE,FALSE,FALSE,"Dogs: moldy nuts can grow molds that cause tremors and seizures. Horses: Toxicity usually due to exposure to shavings in bedding;as little as 5% black walnut in bedding can induce a toxic reaction. Ingested nuts and nut hulls have also been implicated in digestive disturbances in horses. Onset of clinical signs as early as 8 hours after exposure to bedding; signs can include mild to moderate depression, anorexia, fluid build up in the legs (""stocking up""), laminitis, increased heart and respiratory rate, increased body temperature, mild colic (on occasion)."
Blackjack Pine,Pinus ponderosa,"Ponderosa Pine, Western Yellow Pine, Yellow Pine, Bull Pine",Pinaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ponderosa-pine-1-r.jpg?itok=itqNiOOp,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blackjack-pine,FALSE,FALSE,FALSE,Cattle: premature birth of calves or miscarriage have been reported in cattle.
Blaspheme Vine,Smilax laurifolia,"Blaspheme vine, Laurel-leaved Greenbrier, Bamboo Vine",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/blaspheme-vine-r.jpg?itok=iutJYeCr,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blaspheme-vine,TRUE,TRUE,TRUE,null
Bloodleaf,Iresine herbstii,"Chicken Gizzard, Yellow Bloodleaf, Joseph's Coat",Amaranthaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bloodleaf-r.jpg?itok=5_2VA4PH,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bloodleaf,TRUE,TRUE,FALSE,null
Blooming Sally,Epilobium angustifolium,"Willow Herb, Great Willow Herb, Fire Weed",Onagraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/willow-herb-r.jpg?itok=H9hRrL75,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blooming-sally,TRUE,TRUE,TRUE,null
Blue Bead,Clintonia borealis,Corn Lily,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/blue-bead-r.jpg?itok=opaDnWzl,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blue-bead,TRUE,TRUE,TRUE,null
Blue Daisy,Felicia amelloides,"Felicia, Blue Marguerite",Compositae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/blue-daisy-r.jpg?itok=5gJsl3Wi,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blue-daisy,TRUE,TRUE,TRUE,null
Blue Echeveria,Echeveria derenbergii,"Maroon Chenille Plant, Painted Lady, Copper Rose, Wax Rosette, Plush Plant",Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blue-echeveria,TRUE,TRUE,FALSE,null
Blue Eyed Daisy,Arctotis stoechadifolia,Blue-eyed African Daisy,Compositae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/blue-eyed-african-daisy-r.jpg?itok=HGWiHrjR,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blue-eyed-daisy,TRUE,TRUE,FALSE,null
Blue-dicks,Dichelostemma pulchellum,Wild Hyacinth,Amaryllidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blue-dicks,TRUE,TRUE,TRUE,null
Blue-dicks 2,Hookera pulchella,Wild Hyacinth,Amaryllidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blue-dicks-2,TRUE,TRUE,TRUE,null
Blue-dicks 3,Brodiaea pulchella,Wild Hyacinth,Amaryllidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blue-dicks-3,TRUE,TRUE,TRUE,null
Blue-eyed African Daisy,Arctotis stoechadifolia,Blue-eyed Daisy,Compositae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/blue-eyed-african-daisy-r.jpg?itok=HGWiHrjR,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blue-eyed-african-daisy,TRUE,TRUE,FALSE,null
Bluebottle,Centaurea cyanus,"Cornflower, Bachelors Buttons",Asteraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bluebottle-r.jpg?itok=T2L82S-S,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bluebottle,TRUE,TRUE,FALSE,null
Blunt Leaf Peperomia,Peperomia obtusifolia,"Pepper Face, Baby Rubber Plant, American Rubber Plant",Pipericeae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blunt-leaf-peperomia,TRUE,TRUE,FALSE,null
Blushing Bromeliad,Neoregalia spp.,"Crimson cup, Marbled fingernail, Blushing Bromeliad, Ossifragi Vase, Miniature Marble plant, Aregelia",Bromiliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/blushing-bromeliad,TRUE,TRUE,FALSE,null
Bobbins,Arum maculatum,"Arum, Lord-and-Ladies, Adam-and-Eve, Starch Root, Wake Robin, Cuckoo Plant",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arum-r.jpg?itok=I6KyQVcY,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bobbins,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Bog Laurel,Kalmia poliifolia,"Pale Laurel, Bog Kalmia",Ericaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bog-laurel-r.jpg?itok=yQiPxDla,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bog-laurel,FALSE,FALSE,FALSE,"Typically not very palatable to horses unless it is the only forage available, but sheep and goats may graze readily on the plant. The toxic principle interferes with normal skeletal muscle, cardiac muscle and nerve function. Clinical effects typically occur within a few hours after ingestion, and can include acute digestive upset, excessive drooling, loss of appetite, frequent bowel movements/diarrhea, colic, depression, weakness, loss of coordination, stupor, leg paralysis, weak heart rate and recumbency for 2 or more days; at this point, improvement may be seen or the animal may become comatose and die."
Bold Sword Fern,Nephrolepis biserrata,,Dryopteridaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bold-sword-fern,TRUE,TRUE,TRUE,null
Boston Fern,Nephrolepis exalta bostoniensis,,Dryopteridaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/boston-fern,TRUE,TRUE,FALSE,null
Bottle Palm,Beaucarnea recurvata,"Elephant-foot Tree, Pony Tail Plant",Agavaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bottle-palm,TRUE,TRUE,TRUE,null
Bottle Palm 2,Nolina tuberculata,"Elephant-foot Tree, Pony Tail Plant",Agavaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bottle-palm-2,TRUE,TRUE,TRUE,null
